,x0,x1,y0,y1
74,-1.0088935,-1.0964801,-0.07880357,-0.4569075
75,-0.9919785,-1.0940002,-0.34844494,-0.6005027
76,-0.9841939,-1.0915011,-0.14608471,-0.65980506
77,-0.9789852,-1.0722331,-0.07119366,-0.47674376
78,-0.97076243,-1.0692939,-0.092678964,-0.5169451
79,-0.9641672,-1.0633347,-0.024043132,-0.22097094
80,-0.953391,-1.0632432,-0.14453317,-0.57396317
81,-0.9465115,-1.0558766,-0.39210787,-0.41411045
82,-0.9440361,-1.053306,-0.1101123,-0.10908373
83,-0.94175595,-1.0532354,-0.46419764,-0.16975057
84,-0.93187565,-1.0518285,-0.007779389,-0.5126816
85,-0.9310888,-1.0464168,-0.4646302,-0.35028768
86,-0.93027824,-1.0450083,-0.21861617,-0.6154059
87,-0.9239231,-1.0435452,-0.31217146,-0.13757227
88,-0.92325765,-1.0406239,-0.49010915,-0.09760295
89,-0.9217715,-1.0401412,-0.5031119,-0.54077953
90,-0.9216245,-1.0126114,-0.449256,-0.6695997
91,-0.90612394,-1.0075579,-0.37814635,-0.44568875
92,-0.90171444,-1.0005722,-0.30631828,-0.57259655
93,-0.90098107,-0.9967106,-0.46145868,-0.15849908
94,-0.89500576,-0.99295753,-0.26494747,-0.12748882
95,-0.89137095,-0.9910324,0.03906632,-0.41566172
96,-0.8912923,-0.9903266,0.047995213,-0.2070098
97,-0.87778336,-0.9843454,-0.19068184,-0.51490176
98,-0.8747184,-0.97965556,-0.2889282,-0.80139804
99,-0.86225694,-0.97641826,-0.085511394,-0.4103673
100,-0.85865915,-0.97330713,-0.4244611,-0.7985781
101,-0.8501822,-0.965859,-0.31578457,-0.17711677
102,-0.8384994,-0.95810175,-0.15639575,-0.19873583
103,-0.8301078,-0.9483103,-0.37688616,-0.3533017
104,-0.8262417,-0.9459099,-0.16366139,-0.61897963
105,-0.82284886,-0.9260634,-0.40824187,-0.2949385
106,-0.8223553,-0.92259634,-0.018671246,-0.255479
107,-0.8030498,-0.9207024,-0.100344084,-0.24277142
108,-0.7915573,-0.90451026,-0.34848037,-0.49003187
109,-0.7797557,-0.9029242,0.10124073,-0.5163902
110,-0.77887243,-0.8937074,-0.08546248,-0.7832099
111,-0.773864,-0.8913512,-0.17677128,-0.59881586
112,-0.76046795,-0.8614558,-0.13832079,-0.56453955
113,-0.75305957,-0.8612778,-0.31723934,-0.79691225
114,-0.749633,-0.8574803,-0.18305624,-0.28495392
115,-0.73506916,-0.84140706,-0.2651301,-0.6875542
116,-0.7251038,-0.84092116,0.13766159,-0.8157441
117,-0.7250732,-0.82045215,-0.12095167,-0.60239345
118,-0.7229944,-0.7874901,5.6457033e-05,-0.31890064
119,-0.72218144,-0.761809,-0.118435405,-0.6931248
120,-0.72008145,-0.7452337,0.04345925,-0.20709679
121,-0.7198991,-0.7397532,0.06297933,-0.46849036
122,-0.71806866,-0.73682123,0.0013142194,-0.57548004
123,-0.71342,-0.7292126,-0.16687201,-0.32173756
124,-0.69474506,-0.70716006,0.09384233,-0.77003044
125,-0.6891197,-0.6936771,0.0030638007,-0.7965101
126,-0.6459376,-0.6865833,0.20620984,-0.51130074
127,-0.64591324,-0.6844286,0.17462137,-0.5613262
128,-0.6403328,-0.6783413,-0.16126704,-0.35776937
129,-0.6402466,-0.664,0.20702872,-0.7222092
130,-0.63105786,-0.65017277,-0.19939733,-0.5205413
131,-0.6104014,-0.6490178,-0.2406321,-0.70265746
132,-0.5899944,-0.6311149,0.06694193,-0.46544573
133,-0.58750147,-0.62402946,0.1104742,-0.6833229
134,-0.58063656,-0.6157848,0.061503038,-0.77449745
135,-0.5423015,-0.61429465,-0.097503826,-0.49578708
136,-0.5284025,-0.5704096,-0.24227788,-0.93204844
137,-0.52000433,-0.56099004,-0.22153367,-0.55878395
138,-0.50520134,-0.5526936,-0.2504324,-0.62194633
139,-0.47719422,-0.5342503,-0.08367406,-0.4687468
140,-0.46526587,-0.51195914,-0.27315888,-0.5311505
141,-0.46045008,-0.5087193,-0.16610497,-0.54324263
142,-0.45771495,-0.50862825,-0.10037748,-0.8816359
143,-0.44371137,-0.50682986,0.24926853,-0.58530766
144,-0.44250107,-0.5004631,0.04574828,-0.982637
145,-0.4291382,-0.4922444,0.25724205,-0.96704733
146,-0.42616707,-0.48960188,0.031961046,-0.9002505
147,-0.42305654,-0.47344267,-0.14196116,-0.66819036
148,-0.41462833,-0.47234234,-0.24139178,-0.81820464
149,-0.41410574,-0.4697758,0.03220153,-0.72807056
150,-0.40679523,-0.46399072,-0.17147096,-0.6080232
151,-0.40486768,-0.46153525,0.11733818,-0.8876214
152,-0.4026468,-0.45406213,0.009531399,-0.9893148
153,-0.3690259,-0.4492233,0.019172547,-0.5678165
154,-0.34842423,-0.44367453,-0.2680147,-0.68119794
155,-0.34512118,-0.4321852,-0.043495964,-0.93260175
156,-0.3392889,-0.39565122,0.10269427,-0.5664145
157,-0.3379721,-0.37756062,-0.031173423,-0.53175145
158,-0.3366029,-0.3722974,-0.13678823,-0.59965944
159,-0.3236425,-0.37037268,0.24512567,-0.34714463
160,-0.323259,-0.3612989,0.2049162,-0.47065622
161,-0.30229962,-0.35362592,-0.26858556,-0.46884623
162,-0.2808811,-0.35296047,-0.05741024,-0.9452495
163,-0.2724911,-0.34071165,-0.09411365,-0.37861225
164,-0.25280246,-0.34007573,-0.07025501,-0.7423232
165,-0.24465613,-0.3269117,-0.20735528,-0.5460907
166,-0.22752836,-0.32640547,0.052078836,-0.575066
167,-0.22727527,-0.3254723,0.21864341,-0.34646145
168,-0.22663285,-0.3229124,0.26017326,-0.689365
169,-0.22457531,-0.29619512,0.13385043,-0.905762
170,-0.21955447,-0.27301013,-0.034794126,-1.0525795
171,-0.21263741,-0.2526378,-0.20839031,-0.85437185
172,-0.21191147,-0.23395218,0.18834294,-0.7260856
173,-0.20932724,-0.22632807,-0.21344614,-0.61403
174,-0.15387051,-0.22290082,0.10497103,-0.8189924
175,-0.15108603,-0.22085127,-0.05111511,-0.671818
176,-0.12862007,-0.20578535,-0.18141742,-0.63278127
177,-0.12689401,-0.19983645,-0.16070496,-0.57036895
178,-0.123171985,-0.17889166,0.21132463,-0.7780183
179,-0.12094131,-0.15841617,0.22029631,-0.8179995
180,-0.11134467,-0.1444212,-0.25220338,-0.8521996
181,-0.107119024,-0.14098035,0.09993165,-0.88194674
182,-0.10508885,-0.13644981,-0.21468236,-0.94448113
183,-0.09088892,-0.12803032,-0.24200363,-0.31198382
184,-0.08990091,-0.114639334,0.060780447,-0.6023089
185,-0.08872779,-0.093417704,0.27069932,-0.5252119
186,-0.07709799,-0.08424976,-0.15312137,-0.32181734
187,-0.07457801,-0.082017526,0.06583534,-0.59579414
188,-0.07003073,-0.060287476,0.03758431,-1.0331334
189,-0.0664723,-0.059182137,-0.25657678,-0.87096643
190,-0.042572696,-0.04855811,0.098351695,-0.57947147
191,-0.041395437,-0.0043477877,0.25201252,-0.5933625
192,-0.032468732,-0.003593446,-0.1675526,-0.82645935
193,-0.027073946,0.013126895,0.23957986,-0.7783902
194,-0.026754728,0.015336936,-0.09827514,-0.859269
195,-0.023459371,0.023485621,0.16453627,-0.83773106
196,0.013550972,0.024830736,-0.08996145,-0.42239192
197,0.015390181,0.026682721,0.20951599,-0.65654445
198,0.01770323,0.028667102,0.09441699,-0.7569867
199,0.03466896,0.033256654,-0.04273689,-0.95551825
200,0.036449596,0.04495767,0.06691193,-0.95302784
201,0.04465179,0.048911553,-0.084083095,-0.39690784
202,0.04679611,0.06322288,-0.025146527,-0.5565086
203,0.04717746,0.072168745,-0.16808587,-0.61571
204,0.048899673,0.08323127,-0.05588227,-0.48232087
205,0.0496866,0.08326796,0.18614678,-0.31563574
206,0.059634663,0.08379023,-0.19051388,-0.7100274
207,0.06336438,0.10128467,-0.13772938,-0.767201
208,0.07796618,0.10362543,0.17407152,-0.42475945
209,0.08081578,0.11014304,-0.15184005,-0.62320745
210,0.081868336,0.11438339,0.23778075,-0.3970672
211,0.08764305,0.123169936,0.2134628,-0.5536911
212,0.0921845,0.12385872,-0.022077112,-0.78628296
213,0.09403411,0.14355037,-0.15529047,-0.8016921
214,0.102027245,0.15620202,-0.22060384,-0.3290304
215,0.10215009,0.17134145,0.24217804,-0.7568604
216,0.11614096,0.17294724,0.21719778,-0.72782815
217,0.13064086,0.19485395,0.060620323,-0.543174
218,0.13291572,0.2016298,-0.24532704,-0.6980316
219,0.13493535,0.22451457,-0.08651234,-0.42774704
220,0.13751517,0.22829603,0.029992199,-0.6853854
221,0.14757739,0.24763848,-0.1769493,-0.88704103
222,0.16310564,0.2730349,0.19698338,-0.6039982
223,0.16399346,0.28430617,0.13415703,-0.55902517
224,0.16701035,0.2869851,0.02688022,-0.5265617
225,0.1682878,0.30848846,-0.19141231,-0.82680434
226,0.17728776,0.31284773,-0.23488049,-0.9896564
227,0.1778022,0.3281746,-0.054125253,-0.9910048
228,0.19693577,0.34444,-0.102040365,-0.57940054
229,0.2059601,0.35074493,-0.10209441,-0.42260957
230,0.23115295,0.3540485,0.07240931,-0.42979848
231,0.25088605,0.35459256,-0.008763321,-0.46550104
232,0.25876474,0.35600504,-0.102471985,-0.4957302
233,0.26135725,0.37400916,0.071866795,-0.9942292
234,0.29614276,0.37762246,-0.02491066,-0.9914859
235,0.29900718,0.39192504,0.2320075,-0.72444004
236,0.30358896,0.3992614,-0.09001304,-0.7500575
237,0.3269167,0.41358054,0.13208356,-0.73037106
238,0.33614492,0.41454503,0.049818918,-0.7016213
239,0.34446514,0.48882586,0.09940675,-0.9719698
240,0.36031145,0.49669746,-0.22986801,-0.7711943
241,0.380501,0.49769014,0.03474431,-0.32955182
242,0.38277158,0.50574005,0.26375994,-0.53010875
243,0.39066994,0.5062181,0.059456397,-0.35550657
244,0.3921275,0.51200545,-0.122023694,-0.4341818
245,0.4216297,0.5132696,-0.10162488,-0.37362087
246,0.4326487,0.5149263,-0.1128917,-0.45015937
247,0.4358926,0.5288191,0.29571554,-0.42052335
248,0.45585,0.53279215,-0.038456183,-0.679027
249,0.45859814,0.5335763,-0.19185032,-0.7134781
250,0.47794402,0.5458618,0.17696841,-0.5823841
251,0.4869075,0.5580695,0.13942231,-0.82187533
252,0.4924495,0.57236356,0.21366245,-0.33581403
253,0.49725744,0.5929012,0.21825656,-0.70447224
254,0.50602555,0.60155994,0.16144879,-0.7232932
255,0.5181337,0.61176866,0.07808529,-0.34992066
256,0.5211988,0.6247549,0.080861315,-0.9645808
257,0.5389513,0.63010585,-0.024313414,-0.96383995
258,0.53950995,0.6306657,-0.20408686,-1.0017627
259,0.5450515,0.64537483,0.22544874,-0.5428465
260,0.5492632,0.660981,0.072463684,-0.8102702
261,0.55597246,0.6633451,0.21175736,-0.46371877
262,0.55794734,0.66508186,-0.0013708073,-0.33040047
263,0.56067324,0.6704113,0.3217003,-0.8108157
264,0.5611324,0.67429924,-0.06323971,-0.9380966
265,0.5635066,0.6756991,0.08066242,-0.49538034
266,0.5641729,0.6782359,-0.1670181,-0.96850777
267,0.5676693,0.69592315,-0.032002725,-0.5535189
268,0.5760436,0.6981387,0.33409983,-0.5169669
269,0.58141446,0.7083228,0.14076185,-0.65495026
270,0.6013839,0.7144102,-0.1328431,-0.32185337
271,0.6042077,0.727272,0.26268533,-0.32590276
272,0.6052939,0.73026395,-0.074841954,-0.31376642
273,0.61445147,0.73057437,0.12081223,-0.7115421
274,0.6161624,0.7328882,0.0899964,-0.49863705
275,0.62538385,0.7370112,0.13697445,-0.80423045
276,0.63428515,0.7387985,0.18579558,-0.40339196
277,0.6516837,0.73906225,0.12138279,-0.93610984
278,0.66018087,0.73925984,0.20522675,-0.29329002
279,0.6621917,0.7696942,0.331216,-0.5345144
280,0.6666471,0.7716455,0.11826267,-0.62743247
281,0.67699456,0.7884614,0.23176938,-0.6502937
282,0.6922463,0.80102915,0.29795447,-0.9408452
283,0.69860446,0.8078531,-0.06638226,-0.95001364
284,0.70632386,0.8137203,-0.08632798,-0.93256336
285,0.713327,0.82558036,-0.030066648,-0.3141552
286,0.71481276,0.8338933,0.083093084,-0.73718977
287,0.7257523,0.847903,-0.10258427,-0.42919132
288,0.7385529,0.8525019,-0.018096203,-0.68860126
289,0.7393518,0.8723667,0.2297307,-0.7523186
290,0.742206,0.87655103,0.11370662,-0.4716136
291,0.74461836,0.88969195,-0.06582453,-0.39180177
292,0.7446454,0.88998574,0.17711492,-0.46425772
293,0.7567056,0.8901061,0.25832105,-0.64768547
294,0.7611778,0.89694315,-0.036316678,-0.48815295
295,0.767154,0.9000996,0.43392032,-0.3220281
296,0.76766986,0.90523475,-0.059568778,-0.3812447
297,0.7740303,0.9106257,0.3941388,-0.34652025
298,0.78374106,0.91419476,-0.06181621,-0.5482327
299,0.7863191,0.92881614,0.156906,-0.7988446
300,0.8029506,0.9345399,0.061662402,-0.8179528
301,0.8048545,0.93908185,0.040672448,-0.22557254
302,0.811307,0.9498561,0.0967767,-0.5636231
303,0.812544,0.9574903,0.5049917,-0.6260792
304,0.82551336,0.9656354,0.07925607,-0.19219056
305,0.82890904,0.96827894,0.16907938,-0.27422428
306,0.84247607,0.97399557,0.2942977,-0.8628857
307,0.85700446,1.0027206,0.098482735,-0.23002754
308,0.8585122,1.006903,0.40376666,-0.28943554
309,0.86867476,1.0165242,0.21770915,-0.5572747
310,0.88139874,1.0195329,0.25709546,-0.8767299
311,0.8840907,1.0307933,0.5175807,-0.8039608
312,0.8940865,1.0389951,0.5259362,-0.7779537
313,0.91222805,1.0419109,0.23630965,-0.5639833
314,0.914362,1.0525135,0.46834764,-0.7299052
315,0.92422867,1.0526944,0.26210538,-0.58725935
316,0.9310069,1.0711994,0.54150516,-0.14188495
317,0.94449246,1.072597,0.15494625,-0.7917304
318,0.9637755,1.0759174,0.4566107,-0.70528877
319,0.96759814,1.0796676,0.44198552,-0.37933934
320,1.0069817,1.080584,0.320372,-0.31601956
321,1.013995,1.09417,0.64520353,-0.62540746
322,1.0141667,1.095481,0.6779509,-0.46629322
323,1.0327477,1.0979337,0.27383143,-0.36738527
324,1.0356312,1.1080652,0.23425011,-0.17219462
325,1.0383987,1.1114506,0.27646056,-0.32528427
326,1.0398209,1.1226417,0.46524972,-0.3683883
327,1.0525954,1.1268437,0.68490624,-0.007646402
328,1.0538024,1.1371762,0.29593483,-0.61568165
329,1.0616837,1.144173,0.7075115,-0.20460609
330,1.0618687,1.1632215,0.71802217,0.00053136295
331,1.0874107,1.1664817,0.6346377,-0.2839669
332,1.0943682,1.1688013,0.38368616,-0.11268736
333,1.1030045,1.1712706,0.7521585,-0.21321972
334,1.1193328,1.1828616,0.45121554,0.18907058
335,1.1353179,1.1949307,0.5807736,-0.19117223
336,1.1364805,1.1985508,0.7865238,0.15314473
337,1.1413753,1.2031184,0.7164819,-0.26355216
338,1.1507236,1.2101448,0.6438616,-0.15310767
339,1.1741949,1.2124335,0.6372445,0.17583525
340,1.1775758,1.2178124,0.39128578,0.08284593
341,1.1978712,1.2202766,0.5718372,-0.30590472
342,1.2039427,1.2263291,0.7034676,-0.26883617
343,1.2115887,1.2286428,0.49674565,0.2554827
344,1.2162323,1.2367531,0.8319776,0.08091099
345,1.2338058,1.2434726,0.9867516,0.05646328
346,1.2443526,1.2463275,0.9963417,-0.12665614
347,1.2619087,1.2615652,0.7047188,0.12516126
348,1.2708561,1.2658567,1.0570952,-0.10410933
349,1.2708756,1.2661593,0.5626051,0.09274861
350,1.2829095,1.2666509,0.90375304,0.3491451
351,1.311613,1.2676046,0.7844439,0.1485741
352,1.3232473,1.2733009,1.1790963,0.2886918
353,1.3243967,1.2751721,1.0235983,0.68876475
354,1.3271344,1.2784094,1.0141511,0.3080852
355,1.3335948,1.2882903,0.8395242,0.6990438
356,1.3451517,1.299007,0.79530585,0.26997402
357,1.3470142,1.301225,1.256187,0.2441495
358,1.3531518,1.3102133,0.76428014,0.75479627
359,1.3971773,1.3140048,1.3721559,0.771282
360,1.4081467,1.3142447,1.2273774,0.36082897
361,1.4406354,1.3190836,0.93943757,0.51285684
362,1.4513056,1.319988,1.0371077,0.75335944
363,1.4594123,1.3212944,1.1450856,0.8055401
364,1.4663017,1.3240542,1.494236,1.3033484
365,1.4685334,1.3281732,1.2424942,1.2144281
366,1.4798454,1.3292502,1.1709061,0.85902774
367,1.4837399,1.3293626,1.2170137,0.99370617
368,1.497891,1.330496,1.4500147,0.970591
369,1.4988793,1.3357607,1.6589605,1.2571528
370,1.5058186,1.3362548,1.4967135,1.2733493
371,1.5198566,1.3582883,1.4463732,1.466138
372,1.538221,1.358823,1.5291574,1.5546117
373,1.5523738,1.360333,1.7091035,1.0173936
374,1.5638237,1.3785993,1.7342923,1.2137964
375,1.5652679,1.388845,1.8232135,1.5046103
376,1.5687482,1.4030402,1.9709355,1.6401695
377,1.582333,1.4092145,1.9808768,1.4638826
378,1.5912329,1.4160187,1.8088428,1.4358237
379,1.5912642,1.4405771,1.7032827,1.7563485
380,1.5921249,1.447951,1.6846877,1.4307827
381,1.6105156,1.4500701,1.6947582,1.4646145
382,1.613368,1.4524952,2.0994391,1.9600484
383,1.6271828,1.4610226,1.8045927,1.7573014
384,1.6428307,1.4617742,2.1890762,1.7144212
385,1.6475973,1.4637557,2.168985,2.1646988
386,1.6488055,1.4756579,2.1679657,2.207639
387,1.6567324,1.4757077,2.2245529,2.0648377
388,1.6605177,1.484424,2.31753,1.6659684
389,1.6668527,1.485421,2.3169956,1.7088866
390,1.6932449,1.4882734,2.084397,2.009467
391,1.6995043,1.4884273,2.1008854,2.041404
392,1.7019533,1.4965436,2.5852098,2.2306533
393,1.7409587,1.4998171,2.3950274,2.6192734
394,1.778516,1.5016216,2.7046893,2.656919
395,1.7799218,1.5024781,3.0814497,2.5612812
396,1.7953622,1.5038161,3.1852136,2.8574893
397,1.7971442,1.5105976,3.1605227,3.1741686
398,1.7982267,1.5547832,3.1844008,3.1841557
399,1.8036659,1.5602545,2.9976351,3.2365558
